353.90     4.68
354.27     7.24
356.93     7.88
359.54     3.69
360.00     3.75
365.70     8.06
369.74     3.28
371.57     6.36
376.15     9.22
383.59     5.58
384.99     6.59
385.48     7.36
387.97     4.69
392.74     5.59
393.30     9.60
393.52     3.89
396.04     7.79
396.27     6.39
397.82     3.30
398.37     4.04
400.30     8.54
409.01     6.12
409.05     5.31
414.70     2.63
417.01     2.67
418.29     8.49
419.13     4.48
420.60     9.56
421.47     6.59
423.33     5.20
424.63     4.32
425.53     8.46
434.09     6.23
436.16     5.79
436.89     2.93
437.53     2.58
437.66     7.93
438.73     9.30
442.46     7.17
442.48     5.76
443.11     6.14
445.64     5.09
446.02     8.10
448.23     5.80
450.41     7.80
450.67     8.88
459.10     6.09
459.91     2.23
466.34     2.18
467.72     7.85
471.65     3.84
472.09     2.60
472.15     5.12
472.17     3.01
478.77     9.83
479.81     8.13
481.21     9.03
484.95     4.60
485.84     5.88
486.29     9.82
489.41     7.40
489.77     3.80
493.12     6.03
495.87     3.82
497.15     8.04
497.24     7.33
497.26     8.09
497.86     9.66
501.63     7.82
506.60     3.51
507.29     7.44
507.38     3.63
508.55     2.87
509.82     3.59
510.86     4.64
514.33     8.43
525.06     2.11
532.18     3.53
533.49     4.26
535.24     2.35
541.81     5.01
542.50     2.18
546.46     5.61
546.50     4.32
549.93     2.51
551.40     9.09
551.99     5.48
556.79     4.41
558.01     6.96
559.39     3.11
559.50     7.42
559.61     9.63
560.35     9.77
564.20     3.66
566.95     6.52
569.71     4.32
569.83     9.70
572.15     2.63
573.91     4.35
575.90     6.75
577.97     8.79
579.43     2.80
581.95     6.57
583.77     8.63
587.07     9.21
587.14     3.13
588.23     9.28
592.93     4.16
593.18     3.93
594.66     3.07
595.09     7.84
596.81     7.98
597.54     7.90
597.92     2.86
604.92     3.57
605.63     5.10
611.81     3.46
613.25     4.64
613.82     9.11
617.50     9.56
617.97     3.00
622.86     4.95
629.56     3.46
630.46     9.33
632.17     2.93
638.20     3.85
638.53     5.78
638.58     6.31
641.70     8.44
642.57     3.92
656.12     4.78
657.05     2.37
658.32     2.91
660.27     4.27
672.37     6.28
675.31     8.34
676.14     4.53
679.79     7.56
681.18     8.41
682.16     9.39
682.34     7.28
686.08     8.11
690.12     3.06
692.50     4.74
692.63     9.60
693.72     9.50
696.14     3.67
696.17     8.62
698.43     4.89
702.81     4.61
703.03     4.73
707.30     6.44
708.14     4.24
710.91     3.25
715.94     8.89
721.01     9.99
722.31     3.87
722.85     7.23
724.87     2.52
724.88     4.42
733.23     6.62
736.08     4.50
736.56     3.80
740.48     2.88
741.55     4.02
743.21     5.85
744.26     6.44
750.89     4.00
751.25     4.29
753.05     9.33
756.88     5.89
757.06     7.34
757.72     7.41
759.99     2.68
760.59     4.53
762.48     8.06
762.71     7.03
768.02     7.45
768.34     3.69
768.81     5.51
770.34     3.83
770.51     2.45
771.00     9.65
773.36     6.94
776.19     7.71
777.45     5.12
780.67     5.58
786.38     9.36
790.56     5.03
800.90     8.92
801.63     5.15
802.58     6.71
810.24     7.54
812.85     9.00
813.05     2.51
815.37     4.93
817.83     3.86
819.55     2.60
822.88     7.84
823.62     5.45
825.24     3.81
825.63     7.16
826.42     9.03
827.56     8.38
830.28     6.57
831.10     9.62
831.17     4.29
832.40     9.89
832.44     8.50
832.74     9.05
833.01     3.39
835.80     3.34
837.60     7.37
840.42     6.77
842.25     9.49
849.42     8.77
853.05     8.79
854.47     8.70
855.10     2.45
856.01     9.88
856.94     4.39
857.07     6.73
858.15     5.82
859.25     6.50
861.72     5.51
863.35     3.33
864.33     7.53
866.52     2.16
868.55     6.62
869.52     8.11
870.85     7.15
871.83     7.42
873.25     2.81
874.58     3.76
878.27     3.20
881.43     8.28
883.04     3.13
884.99     2.26
885.95     9.64
886.98     9.28
888.85     2.31
894.00     2.05
894.63     5.28
901.93     2.74
901.96     7.14
902.27     6.01
904.77     5.74
